timestamp,npc_id,modelo,adaptabilidad,eficiencia_cpu,latencia_promedio_ms,decisiones_correctas
2025-10-21 15:57:36,34,BehaviorTree,0.7289369007060867,65.22,51.84,72
2025-10-18 04:12:24,35,BehaviorTree,0.6656959797858715,64.01,56.87,63
2025-10-24 01:41:19,36,BehaviorTree,0.7774369097736438,69.95,52.16,82
2025-10-23 12:29:14,37,BehaviorTree,0.7185732319648552,64.15,57.36,70
2025-10-19 01:54:58,38,BehaviorTree,0.4698917074793787,77.34,49.59,43
2025-10-22 17:42:10,39,BehaviorTree,0.7448238500493616,60.77,53.66,73
2025-10-18 00:37:02,40,BehaviorTree,0.5290545157148479,74.96,53.93,51
2025-10-24 00:23:41,41,BehaviorTree,0.4666026999636631,79.75,47.18,50
2025-10-24 16:21:08,42,BehaviorTree,0.6786978573529637,61.83,59.76,72
2025-10-23 14:02:10,43,BehaviorTree,0.4682872469973337,64.17,43.24,44
2025-10-21 02:43:34,44,BehaviorTree,0.8348819841577564,72.04,58.33,82
2025-10-23 13:59:27,45,BehaviorTree,0.40382418328319025,,53.31,44
2025-10-24 02:37:31,46,BehaviorTree,0.5098265058315471,61.89,57.91,48
2025-10-19 16:17:27,47,BehaviorTree,0.796687110124745,60.38,70.34,75
2025-10-24 05:30:08,48,BehaviorTree,0.8204779804536576,60.08,57.06,78
2025-10-24 05:34:17,49,BehaviorTree,0.6882484344703238,73.82,66.55,65
2025-10-22 19:26:41,50,BehaviorTree,0.7670926519415718,62.34,72.71,81
2025-10-24 16:01:16,51,BehaviorTree,0.43980053029647737,74.35,51.12,42
2025-10-24 02:25:51,52,BehaviorTree,0.8400749895328735,69.99,71.84,80
2025-10-22 08:31:17,53,BehaviorTree,0.5407716527781287,80.21,102.52609999972591,58
2025-10-24 17:18:47,54,BehaviorTree,0.5739866713128652,71.22,47.39,58
2025-10-20 13:25:04,55,BehaviorTree,0.6619696711858953,67.9,48.9,64
2025-10-22 20:11:29,56,BehaviorTree,0.5994940930642029,65.23,47.45,64
2025-10-20 17:18:39,57,BehaviorTree,0.5381427018194902,66.3,50.38,51
2025-10-24 18:56:33,58,BehaviorTree,0.8042838270297714,67.17,64.03,78
2025-10-24 11:49:52,59,BehaviorTree,0.6409845657268612,74.84,55.98,68
2025-10-23 05:08:55,60,BehaviorTree,0.7892006112177458,81.74,62.9,75
2025-10-24 15:14:20,61,BehaviorTree,0.8223849392337648,66.79,58.48,83
2025-10-19 20:08:47,62,BehaviorTree,0.6240166418484678,82.33,64.33,59
2025-10-23 12:37:04,63,BehaviorTree,0.801420443789425,58.07,101.09205889145436,82
2025-10-23 21:50:22,64,BehaviorTree,0.47295152792267664,65.11,58.96,43
2025-10-21 10:54:40,65,BehaviorTree,0.48787313082697603,74.96,63.63,48
2025-10-24 11:43:53,66,BehaviorTree,0.8426461195839543,79.4,57.52,89
2025-10-21 23:06:41,67,BehaviorTree,0.659133367585713,71.85,45.77,66
2025-10-22 02:45:52,68,BehaviorTree,0.5590827131519747,67.17,60.94,54
2025-10-20 22:57:45,69,BehaviorTree,0.44542986361553405,,51.79,47
2025-10-21 03:54:26,70,BehaviorTree,0.7213870277513005,72.57,67.28,75
2025-10-18 17:07:47,71,BehaviorTree,0.690478810163651,72.91,60.04,72
2025-10-21 22:04:44,72,BehaviorTree,0.7559000316506697,68.91,57.46,80
2025-10-19 16:32:09,73,BehaviorTree,0.5019450739414953,61.43,47.45,47
2025-10-22 18:04:13,74,BehaviorTree,0.4072041875353194,61.77,51.95,42
2025-10-21 12:10:52,75,BehaviorTree,0.7945988561198224,70.98,64.1,80
2025-10-17 23:35:18,76,BehaviorTree,0.5742389431804333,72.41,56.43,55
2025-10-21 06:46:15,77,BehaviorTree,0.6427728011611882,77.96,76.509617129792,68
2025-10-23 01:17:07,78,BehaviorTree,0.685558775804401,68.27,58.97,70
2025-10-20 19:42:54,79,BehaviorTree,0.45503515309615256,66.61,41.3,48
2025-10-19 07:48:39,80,BehaviorTree,0.5422291613353714,63.11,51.43,50
2025-10-23 22:02:36,81,BehaviorTree,0.7661750512641409,77.29,52.38,73
2025-10-19 02:19:46,82,BehaviorTree,0.76946397069882,75.0,54.12,72
2025-10-19 06:42:44,83,BehaviorTree,0.6281692747207888,71.52,53.28,64
2025-10-19 12:38:47,84,BehaviorTree,0.7893315797327669,80.11,50.14,79
2025-10-22 03:16:47,85,BehaviorTree,0.7304762953148107,77.03,82.80544569543592,72
2025-10-19 13:57:02,86,BehaviorTree,0.70934652733626,77.62,50.29,66
2025-10-19 18:17:10,87,BehaviorTree,0.5461095242431456,80.72,60.5,32
2025-10-21 08:35:38,88,BehaviorTree,0.6922820475552258,76.23,66.66,72
2025-10-24 04:05:57,89,BehaviorTree,0.4745000381758925,68.82,63.79,51
2025-10-20 04:28:19,90,BehaviorTree,0.7621829684772076,71.19,60.41,80
2025-10-24 11:30:57,91,BehaviorTree,0.5253828158614265,78.03,55.08,49
2025-10-24 03:51:47,92,BehaviorTree,0.5767487438202576,82.17,53.76,57
2025-10-23 20:20:39,93,BehaviorTree,0.6885102337784199,74.21,47.13,68
2025-10-18 07:26:20,94,BehaviorTree,0.828199252736002,72.89,52.39,79
2025-10-21 00:29:56,95,BehaviorTree,0.7544552088300196,66.08,51.36,80
2025-10-22 02:02:49,96,BehaviorTree,0.7285967076798276,77.96,68.96,56
2025-10-24 01:45:55,97,BehaviorTree,0.6932395071372301,58.48,66.17,67
2025-10-21 04:05:00,98,BehaviorTree,,65.23,59.08,80
2025-10-21 19:34:04,99,BehaviorTree,0.7929710197511708,64.77,72.39,81
2025-10-24 08:12:38,100,BehaviorTree,,64.74,54.59,48
2025-10-19 02:47:39,101,BehaviorTree,0.784118723234128,72.56,61.51,82
2025-10-22 09:30:43,102,BehaviorTree,0.7771644363418104,81.11,91.46672665502604,80
2025-10-21 01:30:31,103,BehaviorTree,0.7990130256822585,79.58,57.18,75
2025-10-18 10:47:59,104,BehaviorTree,0.7393074877973419,64.57,65.84,73
2025-10-22 15:19:09,105,BehaviorTree,0.7516866792553737,59.08,69.97,78
2025-10-19 23:34:06,106,BehaviorTree,0.6001640824693214,62.25,47.74,57
2025-10-21 06:53:20,107,BehaviorTree,0.6660792740289457,71.45,69.47,71
2025-10-23 00:54:52,108,BehaviorTree,0.5753586064138024,71.88,65.14,61
2025-10-24 16:07:04,109,BehaviorTree,0.7737367713375201,70.16,61.64,73
2025-10-19 19:13:29,110,BehaviorTree,0.550078805563989,71.68,54.3,51
2025-10-20 18:02:04,111,BehaviorTree,0.4023542348801237,83.77,39.29,41
2025-10-20 04:31:38,112,BehaviorTree,0.7680221614839787,59.12,56.52,80
2025-10-21 22:09:19,113,BehaviorTree,0.4657500748991376,68.45,63.68,49
2025-10-18 20:02:08,114,BehaviorTree,0.5044732374455901,63.91,51.48,46
2025-10-22 10:30:58,115,BehaviorTree,0.7412532146746726,76.18,71.28,73
2025-10-24 15:12:14,116,BehaviorTree,0.43087190490706767,72.54,57.19,43
2025-10-24 11:13:44,117,BehaviorTree,0.5962613308315372,71.95,66.01,60
2025-10-19 13:47:23,118,BehaviorTree,0.6600881412685797,67.07,65.3,62
2025-10-19 10:56:45,119,BehaviorTree,0.7707697184871969,78.28,67.23,76
2025-10-23 08:59:25,120,BehaviorTree,0.6552209756427034,65.51,55.76,62
2025-10-24 01:10:30,121,BehaviorTree,0.7417545534463406,76.75,61.15,79
2025-10-22 12:15:44,122,BehaviorTree,0.6046760666215918,73.95,51.36,58
2025-10-24 06:02:25,123,BehaviorTree,0.42147069645777685,78.28,49.22,47
2025-10-24 15:00:48,124,BehaviorTree,0.5266353760730511,83.41,62.48,51
2025-10-24 12:34:48,125,BehaviorTree,0.6322111077898619,73.41,51.51,51
2025-10-19 16:27:27,126,BehaviorTree,0.7061110629305121,68.95,67.97,73
2025-10-22 06:08:28,127,BehaviorTree,0.5409024291922007,59.64,61.02,52
2025-10-21 02:45:37,128,BehaviorTree,0.7914478709662541,81.45,66.83,84
2025-10-18 16:05:23,129,BehaviorTree,0.5066434239391326,68.12,42.91,55
2025-10-20 07:36:35,130,BehaviorTree,0.7124713193103291,73.88,71.28,69
2025-10-24 16:54:41,131,BehaviorTree,0.8101769622132156,76.56,51.26,85
2025-10-24 03:42:31,132,BehaviorTree,0.567293203898913,83.84,45.51,59
2025-10-20 04:08:52,133,BehaviorTree,0.5459105162853045,76.04,63.86,55
2025-10-21 08:19:24,134,BehaviorTree,0.5443562622266833,66.03,43.12,52
2025-10-23 21:20:27,135,BehaviorTree,0.4691930425447117,68.19,60.97,49
2025-10-18 05:05:12,136,BehaviorTree,0.6969531188919011,71.48,53.97,70
2025-10-18 21:40:01,137,BehaviorTree,0.770245471441132,71.83,64.85,73
2025-10-21 06:12:07,138,BehaviorTree,0.8140401498779083,73.36,54.01,85
2025-10-18 16:34:28,139,BehaviorTree,0.5579554403582186,70.35,46.44,56
2025-10-19 19:46:50,140,BehaviorTree,0.6412729669299122,71.63,65.48,65
2025-10-21 15:15:03,141,BehaviorTree,0.60867461890763,74.61,59.28,64
2025-10-19 13:32:08,142,BehaviorTree,0.5113644287723548,77.4,56.38,56
2025-10-19 00:13:58,143,BehaviorTree,0.6697371226972215,81.18,52.49,70
2025-10-24 04:29:41,144,BehaviorTree,0.7487412404339022,81.14,72.26,75
2025-10-19 09:00:10,145,BehaviorTree,0.5240408023096719,73.82,53.53,49
2025-10-20 14:25:48,146,BehaviorTree,0.6734286187040097,77.78,52.81,66
2025-10-24 22:02:32,147,BehaviorTree,0.6642192297930105,83.27,56.17,62
2025-10-20 21:20:22,148,BehaviorTree,0.6871714126232067,80.92,51.54,70
2025-10-19 16:58:57,149,BehaviorTree,0.4443720927419186,82.83,43.78,45
2025-10-19 19:19:55,150,BehaviorTree,0.4608482451502445,71.61,42.0,50
2025-10-22 19:00:46,151,BehaviorTree,0.7156647287821529,64.37,53.37,67
2025-10-24 11:26:25,152,BehaviorTree,0.7299484160710112,60.29,65.06,76
2025-10-18 14:41:47,153,BehaviorTree,0.8095332376234075,70.7,64.56,84
2025-10-21 08:48:56,154,BehaviorTree,0.6264101927818928,62.81,59.25,67
2025-10-19 02:13:33,155,BehaviorTree,0.6361763173222819,67.75,57.8,66
2025-10-18 03:40:44,156,BehaviorTree,0.6671718765785921,76.77,53.6,63
2025-10-23 03:36:49,157,BehaviorTree,0.5745413509265814,59.4,47.78,59
2025-10-18 17:44:40,158,BehaviorTree,0.8439721778256724,73.53,75.16,83
2025-10-24 02:25:28,159,BehaviorTree,0.4378762117587097,73.04,61.08,43
2025-10-18 10:46:21,160,BehaviorTree,0.6228354069280165,81.71,64.37,59
2025-10-22 08:50:48,161,BehaviorTree,0.5626206171678563,68.73,61.19,55
2025-10-18 01:34:35,162,BehaviorTree,0.7910941405890421,69.27,66.5,74
2025-10-22 07:12:58,163,BehaviorTree,0.5760430634637559,72.46,47.8,58
2025-10-21 13:12:57,164,BehaviorTree,0.5770547725535563,66.09,58.98,56
2025-10-19 13:52:37,165,BehaviorTree,0.7657123896547214,64.31,49.91,77
2025-10-19 07:28:53,166,BehaviorTree,0.7187138360334222,67.94,58.84,71
2025-10-18 18:12:33,167,BehaviorTree,0.8090570074431949,77.48,54.1,79
2025-10-18 01:54:01,168,BehaviorTree,0.42324049349912585,71.79,40.77,42
2025-10-21 17:27:34,169,BehaviorTree,0.44039950137054096,77.2,57.06,48
2025-10-21 05:40:01,170,BehaviorTree,0.5389819255740915,72.14,59.98,53
2025-10-18 05:26:59,171,BehaviorTree,0.7331412080379438,75.51,47.7,70
2025-10-20 02:35:00,172,BehaviorTree,0.47915677699801273,64.46,61.74,47
2025-10-20 14:41:32,173,BehaviorTree,0.6348262541252992,61.05,62.59,67
2025-10-18 02:04:44,174,BehaviorTree,0.7574872997693413,75.79,48.95,79
2025-10-24 08:28:39,175,BehaviorTree,0.5089116597336689,,41.73,55
2025-10-24 14:57:58,176,BehaviorTree,0.7179847295837825,78.56,69.87,74
2025-10-20 18:40:38,177,BehaviorTree,0.547142224580426,72.29,41.52,54
2025-10-21 14:34:52,178,BehaviorTree,0.7590455776177092,78.17,58.69,73
2025-10-18 18:22:11,179,BehaviorTree,0.601540404419114,62.82,60.42,62
2025-10-18 17:05:48,180,BehaviorTree,0.401430332356259,63.04,49.2,40
2025-10-20 12:49:17,181,BehaviorTree,0.6585784794511665,66.64,55.66,63
2025-10-20 17:48:34,182,BehaviorTree,0.5080662137715836,60.76,47.67,55
2025-10-18 11:26:49,183,BehaviorTree,0.4538085742399353,82.74,57.33,44
2025-10-23 04:38:28,184,BehaviorTree,0.4749107177585032,80.01,48.34,47
2025-10-24 19:38:58,185,BehaviorTree,0.8321967985834284,70.82,63.38,97
2025-10-24 16:45:08,186,BehaviorTree,0.6440379748152603,70.62,68.95,68
2025-10-23 06:40:21,187,BehaviorTree,0.5749322692399649,70.08,46.08,54
2025-10-19 13:13:40,188,BehaviorTree,0.7164628088343359,60.58,56.16,73
2025-10-18 12:36:01,189,BehaviorTree,0.8467287917008729,62.44,63.82,85
2025-10-24 18:27:59,190,BehaviorTree,0.530754920140494,68.61,60.58,56
2025-10-23 00:56:59,191,BehaviorTree,0.7174035222849293,80.53,49.58,71
2025-10-20 22:53:02,192,BehaviorTree,0.5086621744712518,78.81,43.83,50
2025-10-19 06:00:38,193,BehaviorTree,0.7780125229607282,76.51,72.92,73
2025-10-23 05:04:47,194,BehaviorTree,0.7298688475778489,74.88,61.07,75
2025-10-24 04:05:44,195,BehaviorTree,0.5490851453219044,83.35,61.26,56
2025-10-19 10:16:19,196,BehaviorTree,0.7767892955057525,73.05,68.44,81
2025-10-20 06:43:33,197,BehaviorTree,0.7476389191494982,66.26,49.99,71
2025-10-23 13:57:28,198,BehaviorTree,0.6822708847619796,72.68,56.13,73
2025-10-23 11:12:39,199,BehaviorTree,0.41126321580155073,70.93,56.05,40
2025-10-23 04:24:59,200,BehaviorTree,0.660876570383204,74.83,45.3,62
2025-10-20 14:02:11,201,BehaviorTree,0.5699850900605803,81.64,63.03,53
2025-10-19 21:40:15,202,BehaviorTree,0.6706531133055205,76.38,65.28,63
2025-10-18 07:57:53,203,BehaviorTree,0.7485473480157205,75.32,48.19,77
2025-10-20 20:33:46,204,BehaviorTree,0.5558891428340624,,46.49,55
2025-10-19 15:52:17,205,BehaviorTree,0.7898634975027188,57.75,49.88,76
2025-10-21 18:31:27,206,BehaviorTree,0.4566547375507176,76.42,39.37,46
2025-10-24 17:06:28,207,BehaviorTree,0.8229828336039564,68.41,58.66,78
2025-10-24 13:18:30,208,BehaviorTree,0.4183077552588226,83.1,58.7,44
2025-10-18 19:58:16,209,BehaviorTree,0.6727178512313419,75.19,59.0,69
2025-10-21 09:27:59,210,BehaviorTree,0.7238696659477977,78.64,52.65,53
2025-10-20 03:37:10,211,BehaviorTree,0.8047439072129793,67.18,49.63,84
2025-10-20 09:12:23,212,BehaviorTree,,66.48,52.79,62
2025-10-23 08:04:14,213,BehaviorTree,0.6318024981177087,65.91,48.47,66
2025-10-22 19:09:18,214,BehaviorTree,0.5140623608043386,80.08,52.66,50
2025-10-23 18:58:04,215,BehaviorTree,0.5549008160642555,66.74,50.41,53
2025-10-19 19:57:01,216,BehaviorTree,0.5492074184339284,61.22,48.68,57
2025-10-21 12:59:15,217,BehaviorTree,0.4539004763056417,65.17,46.4,48
2025-10-21 18:18:41,218,BehaviorTree,0.6741930788829141,71.01,58.09,63
2025-10-19 04:54:18,219,BehaviorTree,0.6599628438628027,72.78,49.42,69
2025-10-24 21:27:24,220,BehaviorTree,0.45837471728620377,61.34,46.94,46
2025-10-20 13:57:08,221,BehaviorTree,0.7707537303858123,63.3,65.24,78
2025-10-23 08:59:30,222,BehaviorTree,0.5436049227797881,68.09,120.16775451552337,58
2025-10-20 05:56:21,223,BehaviorTree,0.5350469903106805,78.01,45.48,56
2025-10-18 09:26:43,224,BehaviorTree,0.49889205446973905,61.75,56.59,48
2025-10-21 23:43:32,225,BehaviorTree,0.6284219113336618,66.31,53.97,58
2025-10-24 05:56:00,226,BehaviorTree,0.49586931481278607,60.33,46.16,49
2025-10-22 03:35:48,227,BehaviorTree,0.4802132130704406,84.39,63.67,51
2025-10-22 08:12:05,228,BehaviorTree,0.6046878945022354,68.94,67.89,59
2025-10-22 11:41:33,229,BehaviorTree,0.7414026466885619,70.46,71.59,75
2025-10-23 08:44:22,230,BehaviorTree,0.5589777303477095,83.81,58.93,55
2025-10-22 01:57:56,231,BehaviorTree,0.8261227427113857,60.53,71.73,81
2025-10-20 19:20:51,232,BehaviorTree,0.4430701711013507,82.36,39.77,44
2025-10-18 10:50:17,233,BehaviorTree,0.49771751100017414,70.12,61.13,48
2025-10-18 10:57:44,234,BehaviorTree,0.6065136743344326,80.55,43.5,58
2025-10-18 14:08:29,235,BehaviorTree,0.6664321778585522,81.51,50.37,65
2025-10-20 14:19:16,236,BehaviorTree,0.7462258106051738,81.29,57.06,71
2025-10-19 15:22:20,237,BehaviorTree,0.5227650560234575,72.56,56.98,51
2025-10-21 02:27:37,238,BehaviorTree,0.8066693747893613,66.56,68.52,85
2025-10-23 03:37:38,239,BehaviorTree,0.5045126534100568,68.71,62.33,55
2025-10-21 05:49:37,240,BehaviorTree,0.7981869194293886,57.6,69.71,85
2025-10-19 00:22:58,241,BehaviorTree,0.7573022433258512,67.33,61.07,80
2025-10-23 02:21:42,242,BehaviorTree,0.8371286843845458,70.06,51.34,81
2025-10-19 23:18:37,243,BehaviorTree,0.5407190814000777,62.53,53.69,52
2025-10-24 07:14:29,244,RL,0.6051403271744487,85.17,73.7,62
2025-10-23 03:11:00,245,RL,0.5103673830673996,76.94,51.48,52
2025-10-20 23:17:16,246,RL,0.7957981598034334,68.33,89.41,82
2025-10-20 07:23:31,247,RL,0.7510056275576515,61.41,78.33,74
2025-10-21 16:25:23,248,RL,0.5312163138390338,70.04,70.25,56
2025-10-18 11:00:39,249,RL,0.8471837334213461,82.1,68.66,87
2025-10-24 07:16:26,250,RL,0.8869790464213922,70.12,85.13,91
2025-10-19 00:41:47,251,RL,0.6358263130439957,81.33,70.23,62
2025-10-18 20:08:04,252,RL,0.5621563171907905,70.68,66.43,59
2025-10-18 17:19:46,253,RL,0.6891117740288305,82.77,68.95,69
2025-10-19 11:46:35,254,RL,0.8010743098671252,81.65,71.25,80
2025-10-21 13:50:34,255,RL,0.5999490497144756,78.13,81.98,57
2025-10-20 21:37:31,256,RL,0.6820024485729845,63.93,59.58,70
2025-10-24 22:19:04,257,RL,0.6729345610975056,65.84,83.69,66
2025-10-22 18:44:54,258,RL,0.8141974027466246,70.99,81.17,84
2025-10-18 12:49:41,259,RL,0.696691993048017,62.21,77.09,70
2025-10-21 14:20:30,260,RL,0.7293168660487344,65.34,70.57,76
2025-10-19 09:25:36,261,RL,0.8093845110838722,58.33,68.74,83
2025-10-18 17:49:33,262,RL,0.8035575703737945,64.74,62.69,83
2025-10-21 19:27:56,263,RL,0.6561967485843352,68.96,82.23,65
2025-10-23 18:58:49,264,RL,0.5858935495604524,85.62,62.43,58
2025-10-23 17:40:19,265,RL,0.5389327871560992,64.56,73.07,53
2025-10-18 11:30:59,266,RL,0.5220723373501865,69.95,56.26,54
2025-10-18 08:46:45,267,RL,0.7908722962616015,70.51,62.43,81
2025-10-20 08:10:31,268,RL,0.5725452556816992,74.49,131.9097888796977,57
2025-10-24 11:47:36,269,RL,0.8838455947816304,56.83,65.36,85
2025-10-18 08:00:04,270,RL,0.5267400841577852,62.28,79.89,54
2025-10-22 11:32:50,271,RL,0.6415600114918231,72.28,62.46,63
2025-10-19 12:59:16,272,RL,0.5390486301737634,65.84,66.07,52
2025-10-21 00:29:25,273,RL,0.5275188638176641,72.62,78.98,51
2025-10-18 07:06:59,274,RL,,69.71,79.98,91
2025-10-19 05:16:44,275,RL,0.6319186562621598,63.62,63.38,64
2025-10-23 03:48:32,276,RL,0.5441402781049096,78.31,71.86,57
2025-10-23 16:14:45,277,RL,0.6530927426057496,66.55,73.71,66
2025-10-18 04:00:46,278,RL,0.5588931902858969,65.07,73.16,56
2025-10-18 14:49:50,279,RL,0.559289256543186,,61.0,55
2025-10-22 06:23:23,280,RL,,75.29,77.82,75
2025-10-18 21:51:41,281,RL,0.8467588897098706,67.21,66.2,85
2025-10-21 23:15:22,282,RL,0.7454665375301429,73.97,88.35,67
2025-10-18 12:33:05,283,RL,0.5325429837532096,78.77,58.81,56
2025-10-18 11:28:32,284,RL,0.5302589450412252,67.42,55.28,54
2025-10-23 01:07:35,285,RL,0.565338077782486,74.84,79.96,57
2025-10-21 15:51:59,286,RL,0.5970664114009542,67.52,81.61,61
2025-10-20 12:18:54,287,RL,0.6703041076382279,62.34,57.47,65
2025-10-23 22:53:17,288,RL,0.5987703543007181,83.49,78.55,63
2025-10-20 10:56:11,289,RL,0.8926162971302021,72.09,89.67,88
2025-10-21 12:14:19,290,RL,0.6340833522861269,63.26,82.09,62
2025-10-20 08:42:31,291,RL,0.6852460680445746,84.56,75.82,66
2025-10-23 01:47:38,292,RL,0.6242865321542526,65.94,79.96,60
2025-10-24 09:58:39,293,RL,0.6768059411617824,77.72,74.2,67
2025-10-23 12:21:24,294,RL,0.7318477871539942,73.33,72.74,73
2025-10-20 12:05:15,295,RL,0.7182621047681479,79.36,73.57,75
2025-10-24 19:21:15,296,RL,0.8597094415370921,60.67,66.62,88
2025-10-23 20:50:27,297,RL,0.6756451387588247,74.52,65.52,70
2025-10-18 03:31:18,298,RL,0.5526963094282902,79.25,72.88,58
2025-10-23 19:38:44,299,RL,0.5187082905156783,66.37,57.02,53
2025-10-20 12:09:11,300,RL,0.6933000666356965,72.72,77.27,67
2025-10-22 15:48:08,301,RL,0.8613912236658127,72.46,86.69,87
2025-10-18 19:31:22,302,RL,0.6674402183017097,74.58,72.85,67
2025-10-22 17:56:54,303,RL,0.7546330338698783,67.17,89.98,74
2025-10-22 21:47:03,304,RL,0.7752915472934965,64.22,86.1,76
2025-10-21 02:27:15,305,RL,0.7049102349299547,77.03,76.77,70
2025-10-21 18:34:57,306,RL,0.5550209284775656,72.83,68.48,55
2025-10-23 18:30:16,307,RL,0.7781594164182664,65.26,85.93,80
2025-10-18 09:53:47,308,RL,0.5817135075050078,82.57,65.54,59
2025-10-22 18:06:56,309,RL,0.6288380803031863,67.92,59.09,64
2025-10-20 15:07:43,310,RL,0.8096514938656855,79.74,64.13,82
2025-10-18 14:57:09,311,RL,0.882362616075029,73.82,68.94,88
2025-10-24 02:54:27,312,RL,0.6878570833488091,76.12,67.82,68
2025-10-22 09:43:21,313,RL,0.5132774648008065,85.46,68.87,54
2025-10-24 12:51:11,314,RL,0.7402517301842068,71.04,85.53,72
2025-10-20 12:41:19,315,RL,0.5088073413055797,85.2,52.29,54
2025-10-19 10:53:01,316,RL,0.6463271193284778,65.11,73.4,63
2025-10-19 21:47:24,317,RL,0.7211023975492373,62.04,78.92,75
2025-10-19 20:44:34,318,RL,0.7770609004030511,71.31,82.68,66
2025-10-22 22:58:48,319,RL,0.8345376677274932,68.8,83.42,83
2025-10-23 08:13:23,320,RL,0.5986148271107924,85.24,58.19,63
2025-10-24 09:16:26,321,RL,,71.67,77.8,66
2025-10-24 06:27:16,322,RL,0.6946318329851504,64.92,69.51,67
2025-10-19 04:12:26,323,RL,0.5080541604586255,81.76,59.6,52
2025-10-24 10:07:57,324,RL,0.5817461662449084,65.27,64.43,56
2025-10-19 01:13:26,325,RL,0.6112763016058586,82.97,68.22,61
2025-10-20 06:25:07,326,RL,0.5990581529633425,61.27,83.89,61
2025-10-18 23:49:33,327,RL,0.6469693676387496,85.24,76.16,66
2025-10-21 09:16:34,328,RL,0.7697561423547481,60.3,69.38,74
2025-10-18 07:53:25,329,RL,0.5389217138439788,63.46,70.47,57
2025-10-21 02:40:39,330,RL,0.8295323764907812,71.95,81.71,84
2025-10-20 16:18:29,331,RL,0.6972655891453554,72.39,66.69,70
2025-10-21 20:00:37,332,RL,0.7743540660521652,70.67,82.78,79
2025-10-24 15:00:17,333,RL,0.8636976668192635,61.27,75.38,89
2025-10-23 13:50:48,334,RL,0.6544333492394565,72.66,85.23,67
2025-10-19 05:00:25,335,RL,0.8458900787640693,72.6,87.21,85
2025-10-18 05:17:23,336,RL,0.5147856009783882,65.26,60.0,52
2025-10-21 19:53:30,337,RL,0.7275029237370823,68.17,79.93,73
2025-10-20 04:05:17,338,RL,0.8405102571461387,66.42,85.95,81
2025-10-24 00:49:08,339,RL,0.8726629916885503,71.11,78.49,86
2025-10-24 17:41:15,340,RL,,69.14,61.59,63
2025-10-19 06:05:14,341,RL,0.8239246656516517,70.87,78.35,82
2025-10-23 18:14:20,342,RL,0.5985304155972788,85.08,75.51,60
2025-10-19 07:10:15,343,RL,0.5073948865573361,81.58,77.32,50
2025-10-24 02:43:19,344,RL,0.698940062168122,72.6,76.49,69
